,loss,mae,val_loss,val_mae
0,0.0015644342638552189,0.02608707919716835,0.0007809160160832107,0.019954463467001915
1,0.0010104951215907931,0.022050118073821068,0.0008079902036115527,0.020562507212162018
2,0.0010247924365103245,0.022387774661183357,0.0007538443896919489,0.019431499764323235
3,0.0009864222956821322,0.0217739325016737,0.0010550646111369133,0.02518685720860958
4,0.0009705243282951415,0.02152966894209385,0.0007527141715399921,0.019673507660627365
5,0.0009663517703302205,0.021459991112351418,0.0007406682125292718,0.019315205514431
6,0.0009556786972098053,0.021398769691586494,0.0007802305626682937,0.019947968423366547
7,0.0009447836200706661,0.021076638251543045,0.0008743463549762964,0.022005019709467888
8,0.0009453175007365644,0.02113962173461914,0.0007543801330029964,0.019392823800444603
9,0.000925880391150713,0.020764408633112907,0.0007729331264272332,0.019728705286979675
10,0.0009439311688765883,0.0209914930164814,0.0007328660576604307,0.01920180954039097
11,0.0009202991495840251,0.02070494368672371,0.0007878115866333246,0.01998049207031727
12,0.0009250734583474696,0.020710116252303123,0.000741313211619854,0.01930674910545349
13,0.0009164913790300488,0.020654095336794853,0.0007445874507538974,0.01939435489475727
14,0.000929611676838249,0.020901404321193695,0.0007321244920603931,0.019224531948566437
15,0.0009063651086762547,0.02050134539604187,0.0007743495516479015,0.020164789631962776
16,0.0009253685711883008,0.02087574265897274,0.0007280021673068404,0.019094940274953842
17,0.0009109497186727822,0.020556911826133728,0.0007282308069989085,0.019068976864218712
18,0.0009056521230377257,0.020511828362941742,0.000734325556550175,0.019306058064103127
19,0.0009218767518177629,0.02071661315858364,0.0007831388502381742,0.01975454017519951
20,0.000911845185328275,0.020577920600771904,0.0007496881880797446,0.01960478350520134
21,0.0009103681659325957,0.02050960622727871,0.000728508981410414,0.019140269607305527
22,0.0009137848974205554,0.020569559186697006,0.000734951812773943,0.01929887942969799
23,0.0009176345192827284,0.020683124661445618,0.0007353871478699148,0.019321711733937263
24,0.0009090181556530297,0.02054286189377308,0.0007433772552758455,0.019379733130335808
25,0.0009148949175141752,0.020589672029018402,0.0007336541311815381,0.01909494772553444
26,0.0009136454900726676,0.020590148866176605,0.0007321262382902205,0.019261375069618225
27,0.0009117668960243464,0.020619366317987442,0.0007331811939366162,0.019088249653577805
28,0.0009042095043696463,0.0204172320663929,0.0007341887103393674,0.019165974110364914
29,0.000913553754799068,0.020632028579711914,0.000728737679310143,0.01912602223455906
